a,No,번호,도서관명,지역,시군구,도서관구분,설립주체,운영방식,개관년도,우편번호,주소,상세주소,홈페이지,전화번호,팩스,주소2,경도,위도,상태
public_lib_3.shp.csv,6,300,구의제3동도서관,서울,광진구,공공(일반),지자체,위탁,2015,143831,서울특별시 광진구 강변역로,17 (구의3동 복합청사) 구의제3동주민센터 內 3층 구의제3동도서관,http://www.gwangjinlib.seoul.kr/,02-454-6294,02-454-6295,서울특별시 광진구 강변역로17 (구의3동 복합청사) 구의제3동주민센터 內 3층 구의제3동도서관,127.0919832,37.53799119,정좌표
public_lib_3.shp.csv,7,300,구즉도서관,대전,유성구,공공(일반),지자체,직영,2003,34005,대전광역시 유성구 와룡로37번길 20 (송강동),구즉도서관,http://gjlibrary.yuseong.go.kr,042-601-6510,042-611-2665,대전광역시 유성구 와룡로37번길 20 (송강동)구즉도서관,127.3804469,36.42947086,정좌표
public_lib_3.shp.csv,8,300,군산교육문화회관,전북,군산시,공공(일반),교육청,직영,1999,573885,전북 군산시 조촌동,조촌4길 46,http://www.gec.go.kr,063-450-3241,063-450-3234,전북 군산시 조촌동조촌4길 46,126.736624,35.97058986,정좌표
public_lib_3.shp.csv,9,300,군산교육문화회관 대야분관,전북,군산시,공공(일반),교육청,직영,1974,54060,전라북도 군산시 대야면 석화로 84,군산교육문화회관 대야분관,https://lib.jbe.go.kr/gecdy/,063-451-2669,063-451-2242,전라북도 군산시 대야면 석화로 84군산교육문화회관 대야분관,126.8188999,35.94901556,정좌표
public_lib_3.shp.csv,10,300,군산시립도서관,전북,군산시,공공(일반),지자체,직영,1995,573370,전라북도 군산시 축동로,72 (군산시립도서관),http://lib.gunsan.go.kr,063-454-5620,063-466-0367,전라북도 군산시 축동로72 (군산시립도서관),126.7113662,35.96609112,정좌표
public_lib_3.shp.csv,11,300,군위군립도서관,경북,군위군,공공(일반),지자체,직영,1995,716804,경북 군위군 군위읍 동부리,649,-,054-380-6916,054-380-6919,경북 군위군 군위읍 동부리649,128.5707671,36.23199529,정좌표
public_lib_3.shp.csv,12,300,군포부곡도서관,경기,군포시,공공(일반),지자체,직영,2013,15881,경기도 군포시 송부로221번길 3-10 (부곡동),3-10 군포부곡도서관,http://www.gunpolib.go.kr,031-390-4094,031-461-0730,경기도 군포시 송부로221번길 3-10 (부곡동)3-10 군포부곡도서관,126.9356584,37.32410132,정좌표
public_lib_3.shp.csv,13,300,군포시 당동도서관,경기,군포시,공공(일반),지자체,직영,1993,15860,경기도 군포시 산본로197번길 36 (당동),36 (당동도서관),http://www.gunpolib.go.kr,031-390-8810,031-390-8829,경기도 군포시 산본로197번길 36 (당동)36 (당동도서관),126.9452725,37.35348445,인근좌표
public_lib_3.shp.csv,14,300,군포시 대야도서관,경기,군포시,공공(일반),지자체,직영,2003,15886,경기도 군포시 대야2로 139 대야미동,대야도서관,http://www.gunpolib.go.kr,031-390-8673,031-390-8675,경기도 군포시 대야2로 139 대야미동대야도서관,126.9153441,37.33028305,정좌표
public_lib_3.shp.csv,15,300,군포시 산본도서관,경기,군포시,공공(일반),지자체,직영,1994,15824,경기도 군포시 광정로 96 (산본동),광정로 96 (산본동),http://www.gunpolib.go.kr,031-395-4316,031-395-4317,경기도 군포시 광정로 96 (산본동)광정로 96 (산본동),126.9287047,37.36158108,정좌표
public_lib_3.shp.csv,16,300,군포시 중앙도서관,경기,군포시,공공(일반),지자체,직영,2008,435854,경기도 군포시 수리산로,79 군포시중앙도서관,http://www.gunpolib.or.kr/,031-390-8866,031-390-8867,경기도 군포시 수리산로79 군포시중앙도서관,126.9157244,37.35532414,정좌표
public_lib_3.shp.csv,17,300,글빛정보도서관,서울,관악구,공공(일반),지자체,위탁,2006,8734,서울특별시 관악구 관악로30길 23 (봉천동),23 (글빛정보도서관),"http://www.gwanakcullib.seoul.kr, http://lib.gwanak.go.kr",02-878-7460,02-878-7461,서울특별시 관악구 관악로30길 23 (봉천동)23 (글빛정보도서관),126.9618543,37.4851969,인근좌표
public_lib_3.shp.csv,18,300,금곡도서관,부산,북구,공공(일반),지자체,직영,2016,46506,부산광역시 북구 효열로203번길 34 금곡동,금곡도서관,http://bglib.bsbukgu.go.kr,051-309-6181,051-309-6199,부산광역시 북구 효열로203번길 34 금곡동금곡도서관,129.0167194,35.26323303,정좌표
public_lib_3.shp.csv,19,300,금산인삼고을도서관,충남,금산군,공공(일반),지자체,직영,2007,32726,충청남도 금산군 금산읍 금산로 1543,금산인삼고을도서관,http://www.library.geumsan.go.kr,041-750-4464,041-751-6730,충청남도 금산군 금산읍 금산로 1543금산인삼고을도서관,127.491391,36.11155245,정좌표
public_lib_3.shp.csv,20,300,금왕교육도서관,충북,음성군,공공(일반),교육청,직영,1994,369903,충청북도 음성군 응천서길27번길,33 (금왕도서관),http://www.kwlib.go.kr,043-877-8761,043-877-8764,충청북도 음성군 응천서길27번길33 (금왕도서관),127.5922376,36.99009579,정좌표
public_lib_3.shp.csv,21,300,금일공공도서관,전남,완도군,공공(일반),지자체,직영,1999,537900,전남 완도군 금일읍,금일로 394,-,061-550-6247,061-550-6188,전남 완도군 금일읍금일로 394,127.0297492,34.34907659,정좌표
public_lib_3.shp.csv,22,300,금정도서관,부산,금정구,공공(일반),지자체,직영,1996,46213,부산광역시 금정구 금정도서관로 33 청룡동,금정도서관,http://library.geumjeong.go.kr,051-519-5612,051-519-5609,부산광역시 금정구 금정도서관로 33 청룡동금정도서관,129.0961825,35.27261386,정좌표
public_lib_3.shp.csv,23,300,금천구립가산도서관,서울,금천구,공공(일반),지자체,위탁,2007,153801,서울특별시 금천구 가산로5길,43 (금천구립가산도서관),http://geumcheonlib.seoul.kr/index.do,02-865-6817,02-865-6820,서울특별시 금천구 가산로5길43 (금천구립가산도서관),126.8921299,37.47349155,정좌표
public_lib_3.shp.csv,24,300,금천구립금나래도서관,서울,금천구,공공(일반),지자체,위탁,2008,153701,서울특별시 금천구 시흥대로73길,70,http://geumcheonlib.seoul.kr/index.do,02-2627-2991,02-2627-2995,서울특별시 금천구 시흥대로73길70,126.8960372,37.45706629,정좌표
public_lib_3.shp.csv,25,300,금천구립독산도서관,서울,금천구,공공(일반),지자체,위탁,1999,8560,서울특별시 금천구 독산로54길 114 독산동,독산4동 375-2,http://geumcheonlib.seoul.kr,02-863-9544,02-863-9548,서울특별시 금천구 독산로54길 114 독산동독산4동 375-2,126.908105,37.4675797,정좌표
public_lib_3.shp.csv,26,300,금천구립시흥도서관,서울,금천구,공공(일반),지자체,위탁,2013,153844,서울특별시 금천구 금하로,764 금천구립시흥도서관,http://geumcheonlib.seoul.kr,02-809-8242,02-809-8246,서울특별시 금천구 금하로764 금천구립시흥도서관,126.9146123,37.44963223,정좌표
public_lib_3.shp.csv,27,300,금촌3동솔빛도서관,경기,파주시,공공(일반),지자체,위탁,2012,10850,경기도 파주시 시청로 194 아동동,금촌3동솔빛도서관,http://www.pajulib.or.kr/gclib3,031-944-8211,031-945-8211,경기도 파주시 시청로 194 아동동금촌3동솔빛도서관,126.7783538,37.77141452,정좌표
public_lib_3.shp.csv,28,300,금호평생교육관,광주,남구,공공(일반),교육청,직영,1996,61633,광주광역시 남구 중앙로 15 (월산동),15,http://lib.gen.go.kr/geumho/,062-360-6600,062-360-6637,광주광역시 남구 중앙로 15 (월산동)15,126.9005355,35.14515555,정좌표
public_lib_3.shp.csv,29,300,기장도서관,부산,기장군,공공(일반),지자체,직영,2003,619905,부산광역시 기장군 차성동로126번길,13 5 (기장도서관),http://library.gijang.go.kr,051-724-3071,051-724-3074,부산광역시 기장군 차성동로126번길13 5 (기장도서관),129.2179357,35.24931947,인근좌표
public_lib_3.shp.csv,30,300,기장디지털도서관,부산,기장군,공공(일반),지자체,직영,2015,619906,부산광역시 기장군 기장대로,560 (기장군청) 7층(구.디지털교육정보센터),http://library.gijang.go.kr/dlib/,051-709-5071,051-724-3074,부산광역시 기장군 기장대로560 (기장군청) 7층(구.디지털교육정보센터),129.2552855,35.3848799,인근좌표
public_lib_3.shp.csv,31,300,김제교육문화회관,전북,김제시,공공(일반),교육청,직영,2010,576807,전북 김제시 요촌동,545-1요촌북로 72,https://lib.jbe.go.kr/gecc/index.do,063-540-6835,063-540-6861,전북 김제시 요촌동545-1요촌북로 72,126.8921355,35.80676209,정좌표
public_lib_3.shp.csv,32,300,김제교육문화회관 금산분관,전북,김제시,공공(일반),교육청,직영,1992,54347,전라북도 김제시 금산면 원평로 97,김제교육문화회관 금산분관,http://lib.jbe.go.kr/wpl,063-545-1670,063-544-3318,전라북도 김제시 금산면 원평로 97김제교육문화회관 금산분관,126.9946247,35.71735698,정좌표
public_lib_3.shp.csv,33,300,김제시립도서관,전북,김제시,공공(일반),지자체,직영,1995,576805,전라북도 김제시 서낭당길,151 (김제시립도서관),http://www.gjl.or.kr/,063-540-4126,063-540-4144,전라북도 김제시 서낭당길151 (김제시립도서관),126.8925382,35.79910105,정좌표
public_lib_3.shp.csv,34,300,김제시립도서관금구분관,전북,김제시,공공(일반),지자체,직영,2005,576941,전라북도 김제시 양시7길,57 (김제시립도서관 분관),http://www.gjl.or.kr/,063-540-4155,063-540-4144,전라북도 김제시 양시7길57 (김제시립도서관 분관),127.0125022,35.77517403,정좌표
public_lib_3.shp.csv,35,300,김제시립도서관만경분관,전북,김제시,공공(일반),지자체,직영,1998,576862,전라북도 김제시 만경로,776 (만경 도서관),http://www.gjl.or.kr/,063-540-4148,063-540-4144,전라북도 김제시 만경로776 (만경 도서관),126.8169109,35.84932453,정좌표
public_lib_3.shp.csv,36,300,김천시립도서관,경북,김천시,공공(일반),지자체,직영,1963,740983,경북 김천시 평화동,평화순환길 111,http://www.gcl.go.kr,054-437-7801,054-437-7803,경북 김천시 평화동평화순환길 111,128.1106587,36.12327308,정좌표
public_lib_3.shp.csv,37,300,김포시 통진도서관,경기,김포시,공공(일반),지자체,위탁,2009,10016,경기도 김포시 통진읍 조강로 132,통진도서관,http://lib.gimpo.go.kr,070-4912-1845,031-996-0757,경기도 김포시 통진읍 조강로 132통진도서관,126.5920346,37.69395375,정좌표
public_lib_3.shp.csv,38,300,김해율하도서관,경남,김해시,공공(일반),지자체,직영,2018,51016,경상남도 김해시 율하2로 210 (율하동),김해율하도서관,http://lib.gimhae.go.kr,055-340-7161,055-336-9400,경상남도 김해시 율하2로 210 (율하동)김해율하도서관,128.8209437,35.17260495,정좌표
public_lib_3.shp.csv,39,300,김해지혜의바다,경남,김해시,공공(일반),교육청,직영,2019,50877,경상남도 김해시 주촌면 서부로1541번길 8,김해지혜의바다,http://ghjhlib.gne.go.kr,055-330-9800,055-330-9830,경상남도 김해시 주촌면 서부로1541번길 8김해지혜의바다,128.8221351,35.23587412,정좌표
public_lib_3.shp.csv,40,300,꿈꾸는마을도서관 도토리,대구,북구,공공(일반),사립,직영,2014,702808,대구광역시 북구 구암로,"146, (구암동) 3층",http://cafe.daum.net/gbdotory,053-327-0645,053-326-0646,"대구광역시 북구 구암로146, (구암동) 3층",128.5564333,35.93153683,정좌표
public_lib_3.shp.csv,41,300,꿈마을 도서관,서울,구로구,공공(일반),지자체,위탁,2007,152875,서울특별시 구로구 구로3동,777-1,http://lib.guro.go.kr,02-830-5807,02-830-5839,서울특별시 구로구 구로3동777-1,126.8900711,37.48720286,정좌표
public_lib_3.shp.csv,42,300,꿈벗도서관,인천,중구,공공(일반),지자체,위탁,2013,22315,인천광역시 중구 홍예문로,32송학동 3가 6-5,http://www.imla.kr/kb,032-764-6111,032-764-9911,인천광역시 중구 홍예문로32송학동 3가 6-5,126.6250003,37.47316046,정좌표
public_lib_3.shp.csv,43,300,나주공공도서관,전남,나주시,공공(일반),교육청,직영,1973,58258,전라남도 나주시 남고문로 51 (금성동),나주공공도서관,http://njlib.jne.go.kr,061-330-6725,061-333-6050,전라남도 나주시 남고문로 51 (금성동)나주공공도서관,126.7163435,35.02861643,정좌표
public_lib_3.shp.csv,44,300,나주시립도서관,전남,나주시,공공(일반),지자체,직영,1997,58266,전라남도 나주시 영산포로 185-6 (영산동),185 6 (나주시시립도서관),http://lib.naju.go.kr/,061-339-4583,061-339-2563,전라남도 나주시 영산포로 185-6 (영산동)185 6 (나주시시립도서관),126.7086522,34.99811009,인근좌표
public_lib_3.shp.csv,45,300,남구 청소년도서관,광주,남구,공공(일반),지자체,직영,2017,61702,광주광역시 남구 제석로 100 (봉선동),남구 청소년도서관,http://lib.namgu.gwangju.kr,062-607-2541,062-674-6070,광주광역시 남구 제석로 100 (봉선동)남구 청소년도서관,126.9077418,35.12336966,정좌표
public_lib_3.shp.csv,46,300,남구도서관,부산,남구,공공(일반),지자체,직영,1997,608807,부산광역시 남구 수영로267번길,61 (남구도서관),http://www.library.bsnamgu.go.kr,051-607-6572,051-607-6569,부산광역시 남구 수영로267번길61 (남구도서관),129.0945688,35.13769786,정좌표
public_lib_3.shp.csv,47,300,남사도서관,경기,용인시,공공(일반),지자체,직영,2018,17117,경기도 용인시 처인구 남사면 한숲로 61,남사도서관,-,031-324-4735,031-324-4739,경기도 용인시 처인구 남사면 한숲로 61남사도서관,127.1706218,37.15380333,정좌표
public_lib_3.shp.csv,48,300,남양주시 정약용도서관,경기,남양주시,공공(일반),지자체,직영,1993,12249,경기도 남양주시 다산중앙로82번안길 138 다산동,경기도 남양주시 다산동 3205-3,http://lib.nyj.go.kr,031-590-2586,031-590-2588,경기도 남양주시 다산중앙로82번안길 138 다산동경기도 남양주시 다산동 3205-3,127.1673574,37.61215748,정좌표
public_lib_3.shp.csv,49,300,남양주시 호평도서관,경기,남양주시,공공(일반),지자체,직영,2017,12141,경기도 남양주시 천마산로 67 (호평동),호평도서관 2층 사무실,http://lib.nyj.go.kr/hp,031-590-8340,031-590-8339,경기도 남양주시 천마산로 67 (호평동)호평도서관 2층 사무실,127.2480076,37.66764906,정좌표
public_lib_3.shp.csv,50,300,남양주시별내도서관,경기,남양주시,공공(일반),지자체,직영,2008,12084,경기도 남양주시 별내면 청학로 86-1,별내도서관,http://lib.nyj.go.kr/bnae/index.jsp,031-590-8808,031-590-8809,경기도 남양주시 별내면 청학로 86-1별내도서관,127.1178288,37.7083503,정좌표
public_lib_3.shp.csv,51,300,남양주시오남도서관,경기,남양주시,공공(일반),지자체,직영,2010,12045,경기도 남양주시 오남읍 양지로240번길 12,오남도서관,http://lib.nyj.go.kr/onam,031-590-8531,031-590-8549,경기도 남양주시 오남읍 양지로240번길 12오남도서관,127.1978676,37.69796253,정좌표
public_lib_3.shp.csv,52,300,남양주시와부도서관,경기,남양주시,공공(일반),지자체,직영,2009,472901,경기도 남양주시 월문천로,43 와부도서관,http://www.nyj.go.kr/,031-590-8920,031-590-8919,경기도 남양주시 월문천로43 와부도서관,127.2174969,37.58568377,정좌표
public_lib_3.shp.csv,53,300,남양주시진건도서관,경기,남양주시,공공(일반),지자체,직영,2006,472831,경기도 남양주시 진건오남로,41- 25 (진건도서관),http://lib.nyj.go.kr/jingeon,031-590-8255,031-590-8259,경기도 남양주시 진건오남로41- 25 (진건도서관),127.1774356,37.65513217,정좌표
public_lib_3.shp.csv,54,300,남양주시진접도서관,경기,남양주시,공공(일반),지자체,직영,2013,12004,경기도 남양주시 진접읍 금강로 1554-11,1554-11 진접도서관,http://lib.nyj.go.kr/jinjeop/index.jsp,031-590-5310,031-590-5309,경기도 남양주시 진접읍 금강로 1554-111554-11 진접도서관,127.1620888,37.69016198,인근좌표
public_lib_3.shp.csv,55,300,남양주시진접푸른숲도서관,경기,남양주시,공공(일반),지자체,직영,2014,12057,경기도 남양주시 진접읍 해밀예당2로 35,진접푸른숲도서관,http://lib.nyj.go.kr/jinjeopgw,031-590-5330,031-590-5329,경기도 남양주시 진접읍 해밀예당2로 35진접푸른숲도서관,127.1929232,37.71568914,정좌표
public_lib_3.shp.csv,56,300,남양주시퇴계원도서관,경기,남양주시,공공(일반),지자체,직영,2012,472821,경기도 남양주시 퇴계원면 도제원로12,퇴계원도서관,http://lib.nyj.go.kr/toegyewon/,031-590-3910,031-590-8883,경기도 남양주시 퇴계원면 도제원로12퇴계원도서관,127.1452907,37.6491226,정좌표
public_lib_3.shp.csv,57,300,남양주시평내도서관,경기,남양주시,공공(일반),지자체,직영,2010,12227,경기도 남양주시 의안로 134 (평내동),평내도서관,http://lib.nyj.go.kr,031-590-8560,031-590-8559,경기도 남양주시 의안로 134 (평내동)평내도서관,127.2388912,37.64174381,정좌표
public_lib_3.shp.csv,58,300,남양주시화도도서관,경기,남양주시,공공(일반),지자체,직영,2003,12184,경기도 남양주시 화도읍 수레로1260번길,33,http://lib.nyj.go.kr/hwado/,031-590-4587,031-590-4588,경기도 남양주시 화도읍 수레로1260번길33,127.3058049,37.65014049,정좌표
public_lib_3.shp.csv,59,300,남원교육문화회관,전북,남원시,공공(일반),교육청,직영,2002,590986,전라북도 남원시 용성로,49 (남원교육문화회관),http://lib.jbe.go.kr/necc,063-630-1231,063-636-9597,전라북도 남원시 용성로49 (남원교육문화회관),127.3818533,35.4102159,정좌표
public_lib_3.shp.csv,60,300,남원교육문화회관 운봉분관,전북,남원시,공공(일반),교육청,직영,1990,590834,전북 남원시 운봉읍 서천리,48-1 (서하길 7-8),http://www.neccl.or.kr/,063-634-0716,063-634-0297,전북 남원시 운봉읍 서천리48-1 (서하길 7-8),127.5319296,35.44096041,정좌표
public_lib_3.shp.csv,61,300,남원시립도서관,전북,남원시,공공(일반),지자체,직영,2008,55770,전라북도 남원시 광한북로 54 하정동,"1,2층",http://www.namwon.go.kr/ &#40;남원시청통합홈페이지 서브메뉴&#41;,063-620-8976,063-625-5446,"전라북도 남원시 광한북로 54 하정동1,2층",127.3801905,35.40771426,정좌표
public_lib_3.shp.csv,62,300,남평공공도서관,전남,나주시,공공(일반),교육청,직영,1991,520844,전라남도 나주시 남평3로,14 13 전라남도나주교육청남평공공도서관,http://nplib.jne.go.kr,061-337-9436,061-337-9438,전라남도 나주시 남평3로14 13 전라남도나주교육청남평공공도서관,126.8444372,35.04344629,정좌표
public_lib_3.shp.csv,63,300,내가도서관,인천,강화군,공공(일반),지자체,직영,2014,23018,인천광역시 강화군 내가면 강화서로,249,http://lib.ganghwa.go.kr/,032-934-1528,032-930-3632,인천광역시 강화군 내가면 강화서로249,126.389714,37.71974437,정좌표
public_lib_3.shp.csv,64,300,내를건너서숲으로도서관,서울,은평구,공공(일반),지자체,위탁,2018,3443,서울특별시 은평구 증산로17길 50 신사동,내를 건너서 숲으로 도서관,https://nslib.or.kr,02-307-6701,02-307-6703,서울특별시 은평구 증산로17길 50 신사동내를 건너서 숲으로 도서관,126.908048,37.59169634,정좌표
public_lib_3.shp.csv,65,300,내서도서관,경남,창원시,공공(일반),지자체,직영,1997,630852,경남 마산시 내서읍 삼계리,20-1(창원시 회원구 내서읍 삼풍로 79),http://lib.changwon.go.kr/,055-225-7491,055-225-4804,경남 마산시 내서읍 삼계리20-1(창원시 회원구 내서읍 삼풍로 79),128.5013893,35.23273009,정좌표
public_lib_3.shp.csv,66,300,노원정보도서관,서울,노원구,공공(일반),지자체,위탁,2006,139825,서울특별시 노원구 노원로34길,43 (노원정보도서관),http://www.nowonlib.kr,02-950-0050,02-950-0059,서울특별시 노원구 노원로34길43 (노원정보도서관),127.0650094,37.66109973,정좌표
public_lib_3.shp.csv,67,300,노은도서관,대전,유성구,공공(일반),지자체,직영,2010,305330,대전 유성구 지족동,871-6,http://lib.yuseong.go.kr/,042-601-6610,042-611-2733,대전 유성구 지족동871-6,127.3212204,36.38153266,정좌표
public_lib_3.shp.csv,68,300,노화공공도서관,전남,완도군,공공(일반),지자체,직영,1996,59157,전라남도 완도군 노화읍 노화로 816-1,노화로816-1,http://www.wando.go.kr/lib,061-550-6307,061-550-5459,전라남도 완도군 노화읍 노화로 816-1노화로816-1,126.5752844,34.17844985,정좌표
public_lib_3.shp.csv,69,300,논골도서관,경기,성남시,공공(일반),지자체,위탁,2014,13139,경기도 성남시 수정구 논골로23번길 2 단대동,논골도서관,https://www.snlib.go.kr/ng,031-729-4440,,경기도 성남시 수정구 논골로23번길 2 단대동논골도서관,127.1599664,37.45620051,정좌표
public_lib_3.shp.csv,70,300,논산강경도서관,충남,논산시,공공(일반),지자체,직영,1994,32937,충청남도 논산시 강경읍 계백로 173,강경도서관,http://www.nonsan.go.kr/lib/lib.do,041-746-8980,041-746-8989,충청남도 논산시 강경읍 계백로 173강경도서관,127.0183999,36.15914414,정좌표
public_lib_3.shp.csv,71,300,논산연무도서관,충남,논산시,공공(일반),지자체,직영,1998,33007,충청남도 논산시 연무읍 안심로47번길,6 -11 연무읍,http://www.nonsan.go.kr/lib/lib.do,041-746-8990,041-746-8999,충청남도 논산시 연무읍 안심로47번길6 -11 연무읍,127.0973619,36.12620396,정좌표
public_lib_3.shp.csv,72,300,논산열린도서관,충남,논산시,공공(일반),지자체,직영,2019,32994,충청남도 논산시 관촉로 113-23 지산동,논산열린도서관,http://lib.nonsan.go.kr/,041-746-5990,041-746-5769,충청남도 논산시 관촉로 113-23 지산동논산열린도서관,127.1071731,36.19657995,정좌표
public_lib_3.shp.csv,73,300,논현도서관,서울,강남구,공공(일반),지자체,위탁,1997,6058,서울특별시 강남구 학동로43길 17 논현동,논현2동주민센터 6층 논현도서관,https://library.gangnam.go.kr/nhlib/index.do,02-3443-7650,02-542-6459,서울특별시 강남구 학동로43길 17 논현동논현2동주민센터 6층 논현도서관,127.0372041,37.51728339,정좌표
public_lib_3.shp.csv,74,300,논현정보도서관,서울,강남구,공공(일반),지자체,위탁,2003,135815,서울특별시 강남구 학동로,169 3층 (논현동),http://library.gangnam.go.kr,02-511-7466,,서울특별시 강남구 학동로169 3층 (논현동),127.0293199,37.51386197,정좌표
public_lib_3.shp.csv,75,300,농소1동도서관,울산,북구,공공(일반),지자체,직영,2006,44227,울산광역시 북구 동대15길 27 (호계동),(농소1동도서관),https://usbl.bukgu.ulsan.kr/,052-241-7430,052-241-7439,울산광역시 북구 동대15길 27 (호계동)(농소1동도서관),129.3545209,35.6291981,정좌표
public_lib_3.shp.csv,76,300,느티나무도서관,경기,용인시,공공(일반),사립,직영,2007,16828,부산광역시 해운대구 반송2동 ,216-290,http://www.neutinamu.org,031-262-3494,031-262-6124,부산광역시 해운대구 반송2동 216-290,129.1556589,35.22992343,정좌표
public_lib_3.shp.csv,77,300,느티나무도서관,부산,해운대구,공공(일반),사립,직영,2007,612082,경기도 용인시 수지구 수풍로116번길 22 동천동,느티나무도서관,http://www.ntnamu.kr/,051-542-1590,팩스전송시 전화요망,경기도 용인시 수지구 수풍로116번길 22 동천동느티나무도서관,127.0960402,37.33401597,정좌표
public_lib_3.shp.csv,78,300,능평도서관,경기,광주시,공공(일반),지자체,직영,2016,12773,경기도 광주시 오포읍 창뜰아랫길 6,능평도서관,http://lib.gjcity.go.kr,031-760-5912,,경기도 광주시 오포읍 창뜰아랫길 6능평도서관,127.1672605,37.3497302,정좌표
public_lib_3.shp.csv,79,300,다누리도서관,충북,단양군,공공(일반),지자체,직영,2012,395805,충청북도 단양군 수변로,111 다누리쎈타,https://www.danyang.go.kr/danurilib,043-420-2962,043-420-2959,충청북도 단양군 수변로111 다누리쎈타,128.3707523,36.98541013,정좌표
public_lib_3.shp.csv,80,300,다대도서관,부산,사하구,공공(일반),지자체,직영,2010,49504,부산광역시 사하구 다대낙조2길 9 다대동,9 다대동,http://dadaelib.saha.go.kr,051-220-5861,051-220-5869,부산광역시 사하구 다대낙조2길 9 다대동9 다대동,128.9646727,35.05042813,정좌표
public_lib_3.shp.csv,81,300,다산도서관,경북,고령군,공공(일반),지자체,직영,2018,40109,경상북도 고령군 다산면 다산로 681,다산도서관,http://lib.goryeong.go.kr/,054-950-6276,054-954-5521,경상북도 고령군 다산면 다산로 681다산도서관,128.4514886,35.82242148,정좌표
public_lib_3.shp.csv,82,300,단석도서관,경북,경주시,공공(일반),지자체,직영,1996,780901,경상북도 경주시 작원3길,23  (단석도서관),http://www.gchlib.or.kr,054-779-8916,,경상북도 경주시 작원3길23  (단석도서관),129.1025437,35.85176004,정좌표
public_lib_3.shp.csv,83,300,단양교육도서관,충북,단양군,공공(일반),교육청,직영,1987,27013,충청북도 단양군 단양읍 상진12길 18,단양교육도서관,http://www.dyelib.go.kr,043-423-1095,043-423-2087,충청북도 단양군 단양읍 상진12길 18단양교육도서관,128.3567393,36.97966758,정좌표
public_lib_3.shp.csv,84,300,달빛마루도서관,서울,성북구,공공(일반),지자체,위탁,2012,136130,서울 성북구 하월곡동,동일하이빌뉴시티 104동 2층,https://www.sblib.seoul.kr/dblib/,02-911-0993,,서울 성북구 하월곡동동일하이빌뉴시티 104동 2층,127.0300094,37.60460132,인근좌표
public_lib_3.shp.csv,85,300,달서가족문화도서관,대구,달서구,공공(일반),지자체,직영,2018,42760,대구광역시 달서구 조암남로 137 (대천동),달서가족문화도서관,http://www.dalseolib.kr,053-667-4970,053-667-4979,대구광역시 달서구 조암남로 137 (대천동)달서가족문화도서관,128.5191868,35.81748699,정좌표
public_lib_3.shp.csv,86,300,달서구립도원도서관,대구,달서구,공공(일반),지자체,직영,2006,704803,대구광역시 달서구 한실로,113,http://www.dalseolib.kr,053-667-4822,053-667-4849,대구광역시 달서구 한실로113,128.5390485,35.80679338,정좌표
public_lib_3.shp.csv,87,300,달서구립본리도서관,대구,달서구,공공(일반),지자체,직영,2011,704912,대구 달서구 본리동,당산로 37-25본리동,http://www.dalseolib.kr,053-667-4930,053-667-4939,대구 달서구 본리동당산로 37-25본리동,128.541814,35.84055925,정좌표
public_lib_3.shp.csv,88,300,달서구립성서도서관,대구,달서구,공공(일반),지자체,직영,2008,42615,대구광역시 달서구 선원남로 129 (이곡동),(이곡동 1306-8),http://www.dalseolib.kr/,053-667-4900,053-667-4909,대구광역시 달서구 선원남로 129 (이곡동)(이곡동 1306-8),128.5144592,35.85741153,정좌표
public_lib_3.shp.csv,89,300,달서영어도서관,대구,달서구,공공(일반),지자체,직영,2019,42818,대구광역시 달서구 중흥로6길 10 송현동,달서영어도서관,http://www.dalseolib.kr/,053-667-4950,053-667-4949,대구광역시 달서구 중흥로6길 10 송현동달서영어도서관,128.5552131,35.8312565,정좌표
public_lib_3.shp.csv,90,300,달성군립도서관,대구,달성군,공공(일반),지자체,위탁,2014,42915,대구광역시 달성군 다사읍 달구벌대로174길 10-13,달구벌대로 174길 10-13,http://www.dalseonglib.kr/,053-584-0011,053-584-0275,대구광역시 달성군 다사읍 달구벌대로174길 10-13달구벌대로 174길 10-13,128.4624105,35.85929688,정좌표
public_lib_3.shp.csv,91,300,담양공공도서관,전남,담양군,공공(일반),교육청,직영,1990,57347,전라남도 담양군 담양읍 미리산길 31-48,31-48,http://dylib.jne.go.kr,061-383-7435,061-383-7439,전라남도 담양군 담양읍 미리산길 31-4831-48,126.9863384,35.31159839,인근좌표
public_lib_3.shp.csv,92,300,담작은도서관,강원,춘천시,공공(일반),사립,직영,    ,200949,강원 춘천시 효자1동,469-4,http://dam.ilib.or.kr/,033-256-6363,033-256-6383,강원 춘천시 효자1동469-4,127.7315452,37.87192997,정좌표
public_lib_3.shp.csv,93,300,당진시립송악도서관,충남,당진시,공공(일반),지자체,직영,2000,343825,충청남도 당진시,송악읍 틀모시로 840,http://www.dangjin.go.kr/lib.do,041-350-4946,041-360-6919,충청남도 당진시송악읍 틀모시로 840,126.6915515,36.90779975,정좌표
public_lib_3.shp.csv,94,300,당진시립중앙도서관,충남,당진시,공공(일반),지자체,직영,2009,343920,충청남도 당진시 당진중앙2로,132-30 당진시립중앙도서관,http://dangjin.go.kr/lib.do,041-360-6913,041-360-6919,충청남도 당진시 당진중앙2로132-30 당진시립중앙도서관,126.631945,36.89397042,정좌표
