a,No,학교명,도서관명_국문,도서관명_영문,성격 1,성격 2,도서관수(분관 포함),우편번호,주소,개관년도,전화,FAX,홈페이지_주소,번호,경도,위도,상태
college_lib_1.shp.csv,91,군산대학교,군산대학교 도서관,Kunsan National University Library,국립,대학교,1,54150,"전라북도 군산시 대학로 558 (미룡동, 군산대학교)",1979,063-469-4180,063-466-2088,http://library.kunsan.ac.kr,100,126.6803561,35.95034472,정좌표
college_lib_1.shp.csv,92,군장대학교,군장대학교 도서관,kunjang  university college ,사립,전문대학(3년제),0,573709,전북 군산시 성산면 군장대길13 군장대학교,1994,063-450-8132,063-450-8111,http://lib.kunjang.ac.kr,100,126.7854203,36.00132077,정좌표
college_lib_1.shp.csv,93,극동대학교,극동대학교 도서관,FAR EAST UNIVERSITY LIBRARY,사립,대학교,0,27601,"충청북도 음성군 감곡면 대학길 76-32 (감곡면, 극동대학교)",1998,043-880-3858,043-879-3569,http://lib.kdu.ac.kr,100,127.6422357,37.12700351,정좌표
college_lib_1.shp.csv,94,글로벌사이버대학교,글로벌사이버대학교 도서관,Global Cyber University Digital Library,사립,사이버대학(대학),0,31228,"충청남도 천안시 동남구 목천읍 교천지산길 284-88, 글로벌사이버대학교 (목천읍, 글로벌사이버대학교)",2010,041-415-6138,041-415-6198,http://lib.global.ac.kr,100,127.1994106,36.79388839,정좌표
college_lib_1.shp.csv,95,금강대학교,금강대학교 도서관,Geumgang University Wongak Library,사립,대학교,0,32906,"충청남도 논산시 상월면 상월로 522 (상월면, 금강대학교)",2003,041-731-3321,041-731-3329,http://lib.geumgang.ac.kr,100,127.1948256,36.30467475,정좌표
college_lib_1.shp.csv,96,금오공과대학교,금오공과대학교 도서관,Kumoh National Institute of Technology Library,국립,대학교,0,39177,"경상북도 구미시 대학로 61, 금오공과대학교 (양호동, 금오공과대학교)",1980,054-478-7162,054-478-7166,http://library.kumoh.ac.kr,100,128.3962769,36.14249038,정좌표
college_lib_1.shp.csv,97,기독간호대학교,기독간호대학교 도서관,christian college of nursing library,사립,전문대학(4년제),0,61662,"광주광역시 남구 백서로70번길 6 (양림동, 기독간호대학)",1976,062-650-8005,062-675-5806,http:/lib2.ccn.ac.kr,100,126.9161019,35.13847778,정좌표
college_lib_1.shp.csv,98,김천대학교,김천대학교 도서관,Gimcheon University Library,사립,대학교,1,39528,"경상북도 김천시 대학로 214, 김천대학교 도서관 (삼락동)",1980,054-420-4028,054-420-4460,http://lib.gimcheon.ac.kr,100,128.0818393,36.13940462,정좌표
college_lib_1.shp.csv,99,김포대학교,김포대학교 도서관,KIMPO UNIVERSITY LIBRARY,사립,전문대학(3년제),0,415761,경기도 김포시 월곶면 김포대학로 97 김포대학교 송백도서관,1996,031-999-4125,031-999-4779,http://lbr.kimpo.ac.kr,100,126.5460878,37.72988312,정좌표
college_lib_1.shp.csv,100,김해대학교,김해대학교 도서관,Gimhae College Library,사립,전문대학(3년제),0,621908,경남 김해시 삼안로 112번길 198,2005,055-320-1642,055-320-1640,http://lib.gimhae.ac.kr,100,128.9136411,35.25231988,정좌표
college_lib_2.shp.csv,1,꽃동네대학교,꽃동네대학교 도서관,Kkottongnae University Library,사립,대학교,0,28211,"충청북도 청주시 서원구 현도면 상삼길 133 (현도면, 꽃동네대학교)",1999,043-270-0635,043-270-0633,http://lib.kkot.ac.kr,200,127.4031486,36.52233352,정좌표
college_lib_2.shp.csv,2,나사렛대학교,나사렛대학교 도서관,Korea Nazarene University Library,사립,대학교,0,31172,"충청남도 천안시 서북구 월봉로 48, 나사렛대학교 도서관 (쌍용동, 나사렛대학교)",1954,041-570-7729,041-570-1995,http://lib.kornu.ac.kr/KNUL/,200,127.1191005,36.79774648,정좌표
college_lib_2.shp.csv,3,남부대학교,남부대학교 도서관,Nambu University Library,사립,대학교,0,62271,"광주광역시 광산구 첨단중앙로 23 (월계동, 남부대학교)",1999,062-970-0052,062-970-0053,http://library.nambu.ac.kr/,200,126.8395079,35.20855222,정좌표
college_lib_2.shp.csv,4,남서울대학교,남서울대학교 도서관,NAMSEOUL UNIVERSITY LIBRARY,사립,대학교,0,31020,"충청남도 천안시 서북구 성환읍 대학로 91, 도서관 (성환읍, 남서울대학교)",1994,041-580-2075,041-585-2079,http://nsulib.nsu.ac.kr,200,127.1449189,36.90917249,정좌표
college_lib_2.shp.csv,5,농협대학교,농협대학교 도서관,Agricultural cooperative university library,사립,전문대학(3년제),0,10292,"경기도 고양시 덕양구 서삼릉길 281, 태헌관 102호 도서관 (원당동, 농협대학)",1966,031-960-4011,031-960-4362,www.lib-nonghyup.ac.kr,200,126.8732282,37.65951209,정좌표
college_lib_2.shp.csv,6,능인대학원대학교,능인대학원대학교 도서관,NUNGIN UNIVERSITY LIBRARY,사립,전문대학원,0,18582,"경기도 화성시 팔탄면 3.1만세로 694-57, 능인대학원대학교 (팔탄면)",2014,031-8046-9761,031-8046-9720,http://lib.niu.ac.kr,200,126.8793728,37.10575829,정좌표
college_lib_2.shp.csv,7,단국대학교,단국대학교 율곡기념도서관,Dankook University Yulgok Memorial Library,사립,대학교,2,31116,"충청남도 천안시 동남구 단대로 119, 율곡기념도서관 (안서동, 단국대학교천안캠퍼스)",1978,041-550-1625,041-559-7818,http://libc.dankook.ac.kr,200,127.1660965,36.83495267,정좌표
college_lib_2.shp.csv,8,단국대학교,단국대학교 퇴계기념중앙도서관,Dankook University Toegye Memorial Central Library,사립,대학교,1,16890,경기 용인시 수지구 죽전로 152 단국대학교 퇴계기념중앙도서관  (죽전동),1947,031-8005-2345,031-8021-7150,http://lib.dankook.ac.kr,200,127.1255623,37.31996346,정좌표
college_lib_2.shp.csv,9,대경대학교,대경대학교 도서관,DaeKyeung College Library,사립,전문대학(2년제),0,38547,"경상북도 경산시 자인면 단북1길 65 (자인면, 대경대학)",1993,053-850-1341,053-850-1214,http://lib.tk.ac.kr,200,128.8238366,35.8356104,정좌표
college_lib_2.shp.csv,10,대구가톨릭대학교,대구가톨릭대학교 신학도서관,"Daegu Catholic University, Theological Library",사립,대학교,0,41969,"대구광역시 중구 명륜로12길 47, 대구가톨릭대학교 신학도서관 (남산동, 대구가톨릭대학교신학대학)",1991,053-660-5181,053-359-6084,http://theolib.cu.ac.kr/,200,128.5881526,35.86133201,정좌표
college_lib_2.shp.csv,11,대구가톨릭대학교,대구가톨릭대학교 의학도서관,Catholic University Daegu School of Medicine Medical library,사립,대학교,0,42472,"대구광역시 남구 두류공원로17길 33, 대구가톨릭대학교 의과대학 (대명동, 대구가톨릭의과대학병원)",1982,053-650-4490,053-650-4491,http://medlib.cu.ac.kr,200,128.5685616,35.84368839,정좌표
college_lib_2.shp.csv,12,대구가톨릭대학교,대구가톨릭대학교 중앙도서관,"Daegu Catholic University, Library",사립,대학교,0,38430,"경상북도 경산시 하양읍 하양로 13-13, 대구가톨릭대학교 중앙도서관 (하양읍, 대구가톨릭대학교)",1952,053-850-3484,053-359-7460,https://lib.cu.ac.kr,200,128.8086963,35.90817553,정좌표
college_lib_2.shp.csv,13,대구경북과학기술원,대구경북과학기술원 학술정보관,DGIST Central Library,특별법법인,대학교,0,42988,대구광역시 달성군 현풍읍 테크노중앙대로 333 (현풍읍),2014,053-785-1156,053-785-1179,http://library.dgist.ac.kr,200,128.4619245,35.70420649,정좌표
college_lib_2.shp.csv,14,대구공업대학교,대구공업대학교 도서관,Daegu Technical University Library,사립,전문대학(2년제),0,42734,"대구광역시 달서구 송현로 205, 도서관 (본동, 대구공업대학)",1976,053-560-3771,053-560-3775,http://inf.ttc.ac.kr,200,128.5414134,35.83500336,정좌표
college_lib_2.shp.csv,15,대구과학대학교,대구과학대학교 영송중앙도서관,Taegu Science University library,사립,전문대학(2년제),0,41453,"대구광역시 북구 영송로 47 (태전동, 대구과학대학교)",1960,053-320-1602,053-320-1604,library.tsu.ac.kr,200,128.543181,35.93038261,정좌표
college_lib_2.shp.csv,16,대구교육대학교,대구교육대학교 도서관,Daegu National University of Education Library,국립,교육대학,1,705030,대구광역시 남구 중앙대로 219,1963,053-620-1442,053-620-1440,http://slima.dnue.ac.kr,200,128.5897987,35.85304406,정좌표
college_lib_2.shp.csv,17,대구대학교,대구대학교 도서관,Daegu University Changpa Library,사립,대학교,1,38453,"경상북도 경산시 진량읍 대구대로 201, 창파도서관 (진량읍, 대구대학교경산캠퍼스)",1956,053-850-5451,053-850-5469,http://lib.daegu.ac.kr,200,128.852735,35.89803204,정좌표
college_lib_2.shp.csv,18,대구보건대학교,대구보건대학교 도서관,DAEGU HEALTH COLLEGE LIBRARY,사립,전문대학(3년제),0,41453,"대구광역시 북구 영송로 15, 대구보건대학교 인당도서관 (태전동, 대구보건대학교)",1971,053-320-1264,053-320-1265,http://lib.dhc.ac.kr/,200,128.5425934,35.92794567,정좌표
college_lib_2.shp.csv,19,대구사이버대학교,대구사이버대학교 전자도서관,Digital Library,사립,사이버대학(대학),0,38453,"경상북도 경산시 진량읍 대구대로 201, 대구사이버대학교 전자도서관",2009,053-859-7402,053-859-7409,http://lib.dcu.ac.kr,200,128.852735,35.89803204,정좌표
college_lib_2.shp.csv,20,대구예술대학교,대구예술대학교 학술정보원,DGAU ART UNIVERSITY DIGITAL LIBRARY,사립,대학교,0,39851,"경상북도 칠곡군 가산면 다부거문1길 202, 대구예술대학교 학술정보원 (가산면)",1993,054-970-3139,054-970-3005,http://library.dgau.ac.kr,200,128.5093649,36.03220251,정좌표
college_lib_2.shp.csv,21,대구한의대학교,대구한의대학교 학술정보원,Daegu Haany University Library,사립,대학교,1,38610,"경상북도 경산시 한의대로 1, 학술정보관 (유곡동, 대구한의대학교)",1982,053-819-1119,053-819-1261,http://library.dhu.ac.kr,200,128.7734856,35.79426966,정좌표
college_lib_2.shp.csv,22,대덕대학교,대덕대학교 도서관,Daeduk University Library,사립,전문대학(2년제),0,34111,"대전광역시 유성구 가정북로 68 (장동, 대덕대학)",1981,042-866-0219,042-866-0449,https://library.ddu.ac.kr,200,127.3655655,36.39132357,정좌표
college_lib_2.shp.csv,23,대동대학교,대동대학교 도서관,DAEDONG COLLEGE LIBRARY,사립,전문대학(2년제),0,609715,부산 금정구 동부곡로 27번길 88,1974,051-510-4857,051-510-4859,http://lib.daedong.ac.kr,200,129.0958645,35.22913217,정좌표
college_lib_2.shp.csv,24,대림대학교,대림대학교 도서관,DAELIM UNIVERSITY COLLEGE LIBRARY,사립,전문대학(3년제),0,431715,경기도 안양시 동안구 임곡로 29 비산동 대림대학교 수암도서관,1978,031-467-4771,031-467-4829,http://lib.daelim.ac.kr,200,126.9310912,37.40350534,정좌표
college_lib_2.shp.csv,25,대신대학교,"대신대학교 도서관 (경북, 경산)",Daeshin University Library,사립,대학교,0,38649,"경상북도 경산시 경청로222길 33, 본관 3층 (백천동, 대신대학교)",1991,053-810-0783,053-815-0707,https://lib.daeshin.ac.kr/TSLIB/,200,128.7449082,35.80349656,정좌표
college_lib_2.shp.csv,26,대원대학교,대원대학교 도서관,Daewon University College Library,사립,전문대학(2년제),0,390702,충북 제천시 대학로 316,1995,043-649-3202,043-649-3204,http://lib.daewon.ac.kr/,200,128.1933844,37.17558231,정좌표
college_lib_2.shp.csv,27,대전가톨릭대학교,대전가톨릭대학교 도서관,Daejeon Catholic university,사립,대학교,2,339854,세종자치시 전의면 가톨릭대학로 30,1993,044-861-7241,044-861-7107,www.lib. dcatholic.ac.kr,200,127.1981249,36.65390879,정좌표
college_lib_2.shp.csv,28,대전과학기술대학교,대전과학기술대학교 도서관,Daejeon Institute Of Science And Technology Library ,사립,전문대학(2년제),0,35408,"대전광역시 서구 혜천로 100, 중앙도서관  (복수동, 대전과학기술대학교)",1968,042-580-6063,042-580-6069,http://library.dst.ac.kr,200,127.3744562,36.30315682,정좌표
college_lib_2.shp.csv,29,대전대학교,대전대학교 중앙도서관,Daejeon University Central Library,사립,대학교,0,34520,"대전광역시 동구 대학로 62 (용운동, 대전대학교)",1981,042-280-2685,042-283-7174,http://libweb.dju.ac.kr,200,127.4598251,36.3362014,정좌표
college_lib_2.shp.csv,30,대전보건대학교,대전보건대학교 도서관,Daejeon Health Institute of Technology Library,사립,전문대학(2년제),0,34504,"대전광역시 동구 충정로 21, 대전보건대학교 (가양동, 대전보건대학)",1978,042-670-9093,042-670-9566,http://lib.hit.ac.kr,200,127.455629,36.34860063,정좌표
college_lib_2.shp.csv,31,대전신학대학교,대전신학대학교 학술정보관,Daejeon Theological University Library,사립,대학교,1,34432,"대전광역시 대덕구 한남로 41 (오정동, 대전신학대학교)",1954,042-606-0121,042-624-1031,http://lib.daejeon.ac.kr,200,127.4240212,36.34955604,정좌표
college_lib_2.shp.csv,32,대진대학교,대진대학교 중앙도서관,Daejin University Central Library,사립,대학교,0,11159,"경기도 포천시 호국로 1007, (선단동, 대진대학교)",1992,031-539-1152,031-539-1159,http://library.daejin.ac.kr,200,127.1561607,37.87074165,정좌표
college_lib_2.shp.csv,33,대한신학대학원대학교,대한신학대학원대학교 도서관,DAEHAN THEOLOGICAL SEMINARY & UNIVERSITY,사립,전문대학원,1,13907,"경기도 안양시 만안구 경수대로1406번길 30, 대한신학대학원대학교 (석수동)",1998,031-470-3329,031-473-5947,https://dtulibrary.winbook.kr/,200,126.9055864,37.43234861,정좌표
college_lib_2.shp.csv,34,덕성여자대학교,덕성여자대학교 도서관,Duksung Women's University Library,사립,대학교,0,1369,"서울특별시 도봉구 삼양로144길 33, 도서관 (쌍문동, 덕성여자대학교)",1955,02-901-8092,02-901-8090,https://discover.duksung.ac.kr/,200,127.018341,37.65089321,정좌표
college_lib_2.shp.csv,35,동강대학교,동강대학교 도서관,DONGGANG UNIVERSITY LIBRARY,사립,전문대학(2년제),0,61200,"광주광역시 북구 동문대로 50, 동강대학교 학술정보원(도서관) (두암동)",1976,062-520-2465,062-520-2466,http://dtlib.dkc.ac.kr/,200,126.9219719,35.17029555,정좌표
college_lib_2.shp.csv,36,동국대학교,동국대학교 중앙도서관,Dongguk University Central Library,사립,대학교,2,4620,"서울특별시 중구 필동로1길 30, 동국대학교 중앙도서관 (필동3가, 동국대학교)",1906,02-2260-3447,02-2260-8640,http://lib.dongguk.edu,200,126.998003,37.55817644,정좌표
college_lib_2.shp.csv,37,동국대학교(경주),동국대학교(경주) 경주도서관,Dongguk University Gyeongju Campus Library,사립,대학교,2,38066,"경상북도 경주시 동대로 123 (석장동, 동국대학교경주캠퍼스)",1982,054-770-2451,054-770-2004,libk.dongguk.ac.kr,200,129.1971292,35.86114602,정좌표
college_lib_2.shp.csv,38,동남보건대학교,동남보건대학교 도서관,Academic Information Center and library,사립,전문대학(3년제),0,440714,경기 수원시 장안구 천천로 74번길 50 정자동 동남보건대학교,1974,031-249-6323,031-249-6329,http://lib.dongnam.ac.kr/,200,126.9861282,37.29897646,정좌표
college_lib_2.shp.csv,39,동덕여자대학교,동덕여자대학교 춘강학술정보관,Dongduk Women's University Library,사립,대학교,1,136714,서울특별시 성북구 화랑로 13길 60 하월곡동,1950,02-940-4211,02-940-4205,http://library.dongduk.ac.kr,200,127.0440729,37.60670147,정좌표
college_lib_2.shp.csv,40,동명대학교,동명대학교 중앙도서관,TongMyong University Library,사립,대학교,0,608711,부산광역시 남구 신선로 428 동명대학교 중앙도서관 ,2008,051-629-3110,051-629-3119,http://lib.tu.ac.kr,200,129.1009637,35.12397116,정좌표
college_lib_2.shp.csv,41,동방문화대학원대학교,동방문화대학원대학교 도서관,"Library, DongBang Culture University",사립,전문대학원,0,2838,"서울특별시 성북구 성북로28길 60 (성북동, 동방문화대학원대학교)",2005,02-3668-9836,02-3668-9899,www.dongbang.ac.kr,200,126.9914887,37.59665856,정좌표
college_lib_2.shp.csv,42,동부산대학교,동부산대학교 도서관,Dong-Busan College University Library,사립,전문대학(3년제),0,612715,부산 해운대구 운봉길 60반송동,1979,051-540-3721,051-540-3766,lib.dpc.ac.kr,200,129.1490285,35.23274135,정좌표
college_lib_2.shp.csv,43,동서대학교,동서대학교 민석도서관,Minseok Library,사립,대학교,2,47011,"부산광역시 사상구 주례로 47, 동서대학교 (주례동, 동서대학교)",1992,051-320-2065,051-313-2189,http://library.dongseo.ac.kr,200,129.0096006,35.14471222,정좌표
college_lib_2.shp.csv,44,동서울대학교,동서울대학교 학산도서관,Dong seoul university  Haksan Library,사립,전문대학(2년제),0,461714,경기 성남시 수정구 복정로 76 번지,1978,031-720-2191,031-720-2195,http://dlibrary.dsc.ac.kr,200,127.1296404,37.4608731,정좌표
college_lib_2.shp.csv,45,동신대학교,동신대학교 중앙도서관,Dongshin University Central Library,사립,대학교,0,58245,"전라남도 나주시 동신대길 67, 중앙도서관 (대호동, 동신대학교 중앙도서관동)",1987,061-330-3802,061-330-3909,http://lib.dsu.ac.kr/,200,126.7179926,35.04962455,정좌표
college_lib_2.shp.csv,46,동아대학교,동아대학교 도서관,Dong-A University Library,사립,대학교,3,49315,"부산광역시 사하구 낙동대로550번길 37 (하단동, 동아대학교)",1949,051-200-6252,051-200-6255,http://library.donga.ac.kr,200,128.9693116,35.11699691,정좌표
college_lib_2.shp.csv,47,동아방송예술대학교,동아방송예술대학교 도서관,Dong-Ah Institute of Media and Arts,사립,전문대학(3년제),0,456717,경기 안성시 삼죽면 동아예대길 47 동아방송예술대학교 학술정보원,1997,031-670-6666,031-670-6918,http://lib.dima.ac.kr/,200,127.3583954,37.05898584,정좌표
college_lib_2.shp.csv,48,동아보건대학교,동아보건대학교 도서관,Donga University of Health,사립,전문대학(3년제),0,526705,전남 영암군 학산면 독천리 동아보건대학교,1994,061-470-1652,061-470-1651,www.dongac.ac.kr,200,126.5531568,34.73363418,인근좌표
college_lib_2.shp.csv,49,동양대학교,동양대학교 학술정보원,Dongyang University Library,사립,대학교,0,750711,경북 영주시 풍기읍 동양대로 145,1994,054-630-1053,054-637-4056,http://dyucl.dyu.ac.kr,200,128.530135,36.88466886,정좌표
college_lib_2.shp.csv,50,동양미래대학교,동양미래대학교 도서관,DONGYANG MIRAE UNIVERSITY LIBRARY,사립,전문대학(3년제),0,152080,서울 구로구 경인로 445 동양미래대학교 도서관,1971,02-2610-1730,02-2625-5340,https://lib.dongyang.ac.kr,200,126.8681699,37.49999637,정좌표
college_lib_2.shp.csv,51,동원과학기술대학교,동원과학기술대학교 도서관,DONGWON INSTITUTE OF SCIENCE AND TECHNOLOGY LIBRARY,사립,전문대학(2년제),0,50578,"경상남도 양산시 명곡로 321 (명곡동, 동원과학기술대학교)",1991,055-370-8061,055-370-8062,lib.dist.ac.kr,200,129.068859,35.34311918,정좌표
college_lib_2.shp.csv,52,동원대학교,동원대학교 도서관,Tongwon University Library,사립,전문대학(3년제),0,464711,경기 광주시 곤지암읍 경충대로 26 동원대학 도서관,1996,031-760-0181,031-000-0000,http://library.tw.ac.kr/,200,127.3986703,37.32729548,정좌표
college_lib_2.shp.csv,53,동의과학대학교,동의과학대학교 도서관,Dong-Eui Institute of Technology Library,사립,전문대학(2년제),0,614715,부산 부산진구 양지5로 54,1974,051-860-3060,051-860-3278,http://library.dit.ac.kr,200,129.0462396,35.16750679,인근좌표
college_lib_2.shp.csv,54,동의대학교,동의대학교 중앙도서관,Dong-eui University Central Library,사립,대학교,1,47340,"부산광역시 부산진구 엄광로 176, 동의대학교 중앙도서관 (가야동)",1977,051-890-1160,0505-182-6929,http://lib.deu.ac.kr,200,129.0371021,35.14226682,정좌표
college_lib_2.shp.csv,55,동주대학교,동주대학교 도서관,Dongju College Library,사립,전문대학(3년제),0,49318,"부산광역시 사하구 사리로55번길 16, 석파문화관 5층 (괴정동, 동주대학)",1978,051-200-3208,051-208-3231,library.dongju.ac.kr,200,128.9970214,35.10387729,정좌표
college_lib_2.shp.csv,56,두원공과대학교,두원공과대학교 도서관,Doowon Technical University Library,사립,전문대학(2년제),1,456718,경기도 안성시 죽산면 관음당길 51 ,1994,031-8056-7087,031-8056-7106,http//library.doowon.ac.kr,200,127.4224973,37.06440406,정좌표
college_lib_2.shp.csv,57,디지털서울문화예술대학교,디지털서울문화예술대학교 도서관,Digital Seoul Culture Arts University,사립,사이버대학(대학),1,3645,"서울특별시 서대문구 통일로37길 60 (홍제동, 디지털서울문화예술대학교)",2009,02-2287-0398,02-000-0000,http://lib.scau.ac.kr/,200,126.94388,37.58544521,정좌표
college_lib_2.shp.csv,58,루터대학교,루터대학교 도서관,Luther University Library,사립,대학교,1,17072,"경기도 용인시 기흥구 금화로82번길 20(상갈동, 루터대학교)",1984,031-679-2361,031-283-1505,http://lib.ltu.ac.kr,200,127.1130429,37.26503178,정좌표
college_lib_2.shp.csv,59,마산대학교,마산대학교 도서관,Masan University Library,사립,전문대학(3년제),1,51217,"경상남도 창원시 마산회원구 내서읍 함마대로 2640 (내서읍, 마산대학)",1983,055-230-1232,055-230-1433,https://lib.masan.ac.kr,200,128.501817,35.25981178,정좌표
college_lib_2.shp.csv,60,명지대학교,명지대학교 도서관,Myongji Univerisy Library,사립,대학교,1,3674,"서울특별시 서대문구 거북골로 34, 명지대학교  (남가좌동, 명지대학교)",1956,02-300-1714,02-300-1724,http://lib.mju.ac.kr,200,126.9242607,37.58011552,정좌표
college_lib_2.shp.csv,61,명지전문대학,명지전문대학 도서관,MYONGJI COLLEGE LIBRARY,사립,전문대학(3년제),0,3656,"서울특별시 서대문구 가좌로 134 (홍은동, 명지전문대학)",1974,02-300-1061,02-300-1321,http://lib.mjc.ac.kr/,200,126.9258148,37.58458239,정좌표
college_lib_2.shp.csv,62,목원대학교,목원대학교 도서관,Mokwon University Central Library,사립,대학교,0,302318,"대전 서구 도안북로 88도안동, 목원대학교",1954,042-829-7213,042-829-7218,http://lib.mokwon.ac.kr,200,127.3399131,36.3270956,정좌표
college_lib_2.shp.csv,63,목포가톨릭대학교,목포가톨릭대학교 도서관,Mokpo Catholic University Library,사립,대학교,0,530742,전남 목포시 석현동 목포가톨릭대학교,2000,061-280-5105,061-280-5109,http://lib.mcu.ac.kr/,200,126.4250695,34.82314521,인근좌표
college_lib_2.shp.csv,64,목포과학대학교,목포과학대학교 도서관,MOKPO SCIENCE UNIVERSITY Library,사립,전문대학(3년제),0,530730,전남 목포시 영산로 413- 1 목포과학대학교 도서관,1976,061-270-2561,061-270-2897,http://lib.msu.ac.kr,200,126.409377,34.80762646,정좌표
college_lib_2.shp.csv,65,목포대학교,목포대학교 도서관,Mokpo National University Library,국립,대학교,0,58554,"전라남도 무안군 청계면 영산로 1666 (청계면, 목포대학교)",1979,061-450-2882,061-453-6439,https://library.mokpo.ac.kr,200,126.4338802,34.90703063,정좌표
college_lib_2.shp.csv,66,목포해양대학교,목포해양대학교 도서관,Mokpo National Maritime University Library,국립,대학교,0,58628,"전라남도 목포시 해양대학로 91, 목포해양대학교 도서관 (죽교동)",1985,061-240-7372,061-240-7855,http://lib.mmu.ac.kr,200,126.3616178,34.79834324,정좌표
college_lib_2.shp.csv,67,문경대학교,문경대학교 도서관,Munkyung College Library,사립,전문대학(2년제),0,36930,"경상북도 문경시 호계면 대학길 161 (호계면, 문경대학)",1996,054-559-1150,054-559-1159,lib.mkc.ac.kr,200,128.1723453,36.65802007,정좌표
college_lib_2.shp.csv,68,배재대학교,배재대학교 중앙도서관,Paichai University Central Library,사립,대학교,0,35345,대전광역시 서구 배재로 155-40 (도마동),1956,042-520-5252,070-4850-8407,http://library.pcu.ac.kr,200,127.3645536,36.31971987,정좌표
college_lib_2.shp.csv,69,배화여자대학교,배화여자대학교 학술정보관,BAEWHA WOMENS UNIVERSITY LIBRARY,사립,전문대학(3년제),0,3039,"서울특별시 종로구 필운대로1길 34, 배화여자대학교 도서관  (누상동, 배화여자대학교,배화여자중,고등학교)",1978,02-399-0853,02-737-8012,http://lib.baewha.ac.kr/,200,126.9652634,37.57929545,정좌표
college_lib_2.shp.csv,70,백석대학교,백석대학교 도서관(서울),Seoul Library at Baek Seok University,사립,대학교,0,6695,"서울특별시 서초구 방배로9길 15, 교육동 백석대학교 도서관서울",1996,02-520-0755,02-520-0750,http://slib.bu.ac.kr,200,126.9972057,37.48046618,정좌표
college_lib_2.shp.csv,71,백석대학교,백석대학교 도서관(천안),Baekseok University Library,사립,대학교,2,31065,충남 천안시 동남구 백석대학로 1-12   (안서동),1994,041-550-2613,041-550-2655,http://lib.bu.ac.kr,200,127.1842593,36.83805257,정좌표
college_lib_2.shp.csv,72,백석문화대학교,백석문화대학교 도서관,Baekseok Culture University Library,사립,전문대학(2년제),1,330705,충남 천안시 동남구 문암로 58안서동 393,1994,041-550-2613,041-550-2655,http://lib.bscu.ac.kr,200,127.1827674,36.83839725,정좌표
college_lib_2.shp.csv,73,백제예술대학교,백제예술대학교 도서관, paekche institute of the arts library,사립,전문대학(2년제),0,55313,"전라북도 완주군 봉동읍 백제대학로 171, 백제예술대학교 도서관 (봉동읍, 백제예술대학교)",1993,063-260-9108,063-263-3609,library.paekche.ac.kr,200,127.1250598,35.99599537,정좌표
college_lib_2.shp.csv,74,베뢰아국제대학원대학교,베뢰아국제대학원대학교 도서관,Berea International Theological  Library,사립,전문대학원,0,7381,"서울특별시 영등포구 가마산로 359, 1층 도서관 (대림동, 베뢰아대학원대학교)",1988,070-7300-6013,02-831-1724,http://web.sa3000.com/berea/,200,126.8982474,37.50091506,정좌표
college_lib_2.shp.csv,75,부경대학교,부경대학교 도서관,Pukyong National University Library,국립,대학교,2,48513,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",1941,051-629-6705,051-629-6917,http://libweb.pknu.ac.kr,200,129.1038082,35.1354245,정좌표
college_lib_2.shp.csv,76,부산가톨릭대학교,부산가톨릭대학교 중앙도서관,Catholic University of PUSAN Central Library,사립,대학교,1,609757,부산 금정구 오륜대로 57 부산가톨릭대학교 중앙도서관,1964,051-510-0754,051-510-0759,http://library.cup.ac.kr,200,129.0974455,35.24426588,정좌표
college_lib_2.shp.csv,77,부산경상대학교,부산경상대학교 도서관,BUSAN KYUNGSANG COLLEGE LIBRARY,사립,전문대학(2년제),0,47583,"부산광역시 연제구 고분로 170 (연산동, 부산경상대학)",1980,051-850-1062,051-850-1069,www.lib.bsks.ac.kr,200,129.1004321,35.18404054,정좌표
college_lib_2.shp.csv,78,부산과학기술대학교,부산과학기술대학교 도서관,BUSAN INSTITUTE OF SCIENCE AND TECHNOLOGY,사립,전문대학(2년제),0,616737,부산 북구 구포3동 부산과학기술대학교 백양관 5층,1977,051-330-7056,051-330-7250,lib.bist.ac.kr,200,129.010418,35.20441435,인근좌표
college_lib_2.shp.csv,79,부산교육대학교,부산교육대학교 도서관,BNUE Library and Information Center,국립,교육대학,0,47503,"부산광역시 연제구 교대로 24, 부산교육대학교 (거제동, 부산교육대학교)",1953,051-500-7151,051-500-7586,http://library.bnue.ac.kr,200,129.0728975,35.19450495,정좌표
college_lib_2.shp.csv,80,부산대학교,부산대학교 도서관,Pusan National University Library,국립,대학교,3,46241,"부산광역시 금정구 부산대학로63번길 2, 중앙도서관 (장전동, 부산대학교)",1946,051-510-1800,051-513-9733,http://lib.pusan.ac.kr/,200,129.0833278,35.23036189,정좌표
college_lib_2.shp.csv,81,부산디지털대학교,부산디지털대학교 도서관,BUSAN DIGITAL UNIVERSITY LIBRARY,사립,사이버대학(대학),0,47011,"부산광역시 사상구 주례로 57 (주례동, 부산디지털대학교)",2014,051-320-2752,051-320-2759,http://www.bdu.ac.kr/library,200,129.0091681,35.14626054,정좌표
college_lib_2.shp.csv,82,부산여자대학교,부산여자대학교 중앙도서관,Busan Women College Main Library,사립,전문대학(2년제),0,47228,"부산광역시 부산진구 진남로 506, 부산여자대학교 (양정동, 부산여자대학)",1970,051-850-3116,051-850-3119,http://malic.bwc.ac.kr,200,129.0738083,35.16854952,정좌표
