aa,No,번호,도서관명,지역,시군구,도서관구분,설립주체,운영방식,개관년도,우편번호,주소,상세주소,홈페이지,전화번호,팩스,주소2,경도,위도,상태
research_lib_2.shp.csv,68,200,세계김치연구소 도서실(김치움: 김치정보실),광주,남구,전문,공공,-,0,501758,광주광역시 남구 김치로 86 임암동,세계김치연구소 도서실김치움,http://kimchium.wikim.re.kr/,062-610-1838,,광주광역시 남구 김치로 86 임암동세계김치연구소 도서실김치움,126.8659406,35.10826198,정좌표
research_lib_2.shp.csv,69,200,전남대학교 박물관 자료실,광주,북구,전문,민간,-,1958,700712,광주광역시 북구 용봉로 77 용봉동,전남대학교 박물관 도서실,http://museum.chonnam.ac.kr,062-530-3585,062-530-3589,광주광역시 북구 용봉로 77 용봉동전남대학교 박물관 도서실,126.9015827,35.17651747,정좌표
research_lib_2.shp.csv,70,200,전남발전연구원 지식정보센터,광주,동구,전문,공공,-,-,706041,광주 동구 금남로1가 전일빌딩,6층,-,061-280-3980,062-236-2771,광주 동구 금남로1가 전일빌딩6층,126.9186237,35.14809783,인근좌표
research_lib_2.shp.csv,71,200,계명대학교 의학도서관,대구,중구,전문,민간,-,2007,704716,중구 달성로 ,56,medlib@dsmc.or.kr,053) 580-3723,053) 580-3785,중구 달성로 56,128.5825192,35.87017531,정좌표
research_lib_2.shp.csv,72,200,국립대구박물관 도서실,대구,수성구,전문,공공,-,2013,711873,수성구 황금동 ,산41,-,053) 768-6052,053) 760-0668,수성구 황금동 산41,128.6376827,35.84686409,인근좌표
research_lib_2.shp.csv,73,200,대구가정법원 도서실,대구,달서구,전문,공공,-,-,706837,대구광역시 달서구 장산남로,30 (대구가정법원) 9층 도서실,http://dgfamily.scourt.go.kr,053-570-2131,053-570-2132,대구광역시 달서구 장산남로30 (대구가정법원) 9층 도서실,128.5275685,35.85306274,정좌표
research_lib_2.shp.csv,74,200,대구경북과학기술원 도서관,대구,달성군,전문,공공,-,1962,706714,대구광역시 달성군 현풍면 테크노중앙대로 333 ,대구경북과학기술원 학술정보관,http://www.library.dgist.ac.kr,053-785-1171,053-785-1179,대구광역시 달성군 현풍면 테크노중앙대로 333 대구경북과학기술원 학술정보관,128.4619245,35.70420649,정좌표
research_lib_2.shp.csv,75,200,대구경북연구원 정보자료실,대구,수성구,전문,공공,-,1985,700422,수성구 중동로 ,246 대동타워 18층 커뮤니케이션센터,-,053) 770-5030,053) 770-5079,수성구 중동로 246 대동타워 18층 커뮤니케이션센터,127.3972347,36.48591614,정좌표
research_lib_2.shp.csv,76,200,대구고등법원 도서실,대구,수성구,전문,공공,-,2004,705817,대구광역시 수성구 동대구로,364 (대구고등법원),http://dggodung.scourt.go.kr,053-757-6704,053-742-5487,대구광역시 수성구 동대구로364 (대구고등법원),128.6284867,35.86214761,정좌표
research_lib_2.shp.csv,77,200,대구광역시공무원교육원 도서실,대구,중구,전문,공공,-,1992,701450,대구 중구 동인동2가,177-4,-,053) 803-5228,053) 803-5249,대구 중구 동인동2가177-4,128.6060328,35.8694646,정좌표
research_lib_2.shp.csv,78,200,대구광역시교육연구정보원 (구 대구광역시교육정보원),대구,남구,전문,공공,-,0,700714,남구 삼각지길 ,200번지,http://www.deii.or.kr/,053-606-6588,053-606-6599,남구 삼각지길 200번지,129.0910155,35.12902182,인근좌표
research_lib_2.shp.csv,79,200,대구광역시교육연수원자료실,대구,동구,전문,공공,-,-,702073,대구 동구 신무동,산116,http://dls.tgedu.net/DLS/dl_school/Main/index.jsp?school_code=236,053) 980-5472,053) 983-6998,대구 동구 신무동산116,128.6604339,35.99909041,정좌표
research_lib_2.shp.csv,80,200,대구광역시의회 자료실,대구,중구,전문,공공,-,2000,701020,중구 동인동 1가 ,1,-,053) 803-5047,053) 803-5046,중구 동인동 1가 1,128.6012618,35.87126828,정좌표
research_lib_2.shp.csv,81,200,대구도시개발공사 자료실,대구,북구,전문,공공,-,2006,704380,북구 고성동 3가 ,01월 01일,-,053-350-0116,053-350-0390,북구 고성동 3가 1-1,128.5896843,35.88287607,정좌표
research_lib_2.shp.csv,82,200,대구동일교회 도서관,대구,동구,전문,민간,-,1989,702816,동구 신천3동 ,147-1,http://www.korsa.or.kr/asp/dongil/,053-755-6003,053-755-6085,동구 신천3동 147-1,128.6237832,35.86793903,정좌표
research_lib_2.shp.csv,83,200,대구보훈병원 의학도서실,대구,달서구,전문,공공,-,1973,700180,대구 달서구 도원동,748 대구보훈병원 의학도서실,-,053-630-7846,,대구 달서구 도원동748 대구보훈병원 의학도서실,128.5521349,35.80287768,정좌표
research_lib_2.shp.csv,84,200,대구시 여성회관 도서실,대구,북구,전문,민간,-,-,706712,북구 노원3가 ,483번지 대구여성회관 도서실,-,053-803-5391,053-803-5399,북구 노원3가 483번지 대구여성회관 도서실,129.0212768,35.23203171,인근좌표
research_lib_2.shp.csv,85,200,대구시청 작은도서관,대구,중구,전문,공공,-,1967,701010,대구 중구 동문동,9-2번지 1층 대구시청 작은도서관,http://lib.daegu.go.kr/,053)803-5681,053)803-5683,대구 중구 동문동9-2번지 1층 대구시청 작은도서관,128.600413,35.87158259,정좌표
research_lib_2.shp.csv,86,200,대구은행 도서실,대구,수성구,전문,민간,-,1950,702702,수성구 수성2가 ,118 대구은행본점건물 7층,-,053) 740-2068,053) 740-6976,수성구 수성2가 118 대구은행본점건물 7층,128.6611082,35.83410413,인근좌표
research_lib_2.shp.csv,87,200,대구파티마병원 의학도서관,대구,동구,전문,민간,-,2009,706090,동구 신암동 ,576-31 대구파티마병원,http://203.237.60.110/asp/DFHML,053) 940-7067,053) 940-8004,동구 신암동 576-31 대구파티마병원,128.6240517,35.88421054,정좌표
research_lib_2.shp.csv,88,200,동북지방통계청 자료실,대구,북구,전문,공공,-,2014,42032,북구 산격4동 ,1449-1 (경북도청 내),-,053) 609-6518,053) 956-0789,북구 산격4동 1449-1 (경북도청 내),128.6022785,35.89276023,정좌표
research_lib_2.shp.csv,89,200,무학도서관,대구,수성구,전문,공공,-,1981,42415,대구 수성구 지산동,720번지,-,053-804-3586,,대구 수성구 지산동720번지,128.6341018,35.82954605,정좌표
research_lib_2.shp.csv,90,200,아트도서관,대구,수성구,전문,민간,-,-,701750,"대구광역시 수성구 공경로 70 (만촌동, 만촌보성타운아파트)",상가402동 아트도서관,http://www.artbook.itrocks.kr/,053-952-5252,053-755-0032,"대구광역시 수성구 공경로 70 (만촌동, 만촌보성타운아파트)상가402동 아트도서관",128.6434026,35.87477262,정좌표
research_lib_2.shp.csv,91,200,영남대의료원 의학도서관,대구,남구,전문,민간,-,0,700443,대구광역시 남구 현충로 170 (대명동),영남대학교 의과대학 의학도서관,http://medlib.yu.ac.kr,053-640-6834,053-651-0394,대구광역시 남구 현충로 170 (대명동)영남대학교 의과대학 의학도서관,128.5816193,35.84745948,정좌표
research_lib_2.shp.csv,92,200,영남일보 조사부,대구,동구,전문,민간,-,0,701310,동구 신천동 ,111,-,053) 757-5291,053) 742-7984,동구 신천동 111,128.6251959,35.86966437,정좌표
research_lib_2.shp.csv,93,200,천주교대구대교구청 도서실,대구,중구,전문,민간,-,2011,41200,중구 남산동 ,225-1,-,053) 250-3016,053) 253-8840,중구 남산동 225-1,128.5871694,35.8607324,정좌표
research_lib_2.shp.csv,94,200,한국교육학술정보원 자료실,대구,동구,전문,공공,-,-,704802,대구광역시 동구,동내로 64 혁신도시 내,-,053)714-0549,053)714-0192,대구광역시 동구동내로 64 혁신도시 내,128.7358405,35.87677595,정좌표
research_lib_2.shp.csv,95,200,한국장학재단 도서실,대구,동구,전문,공공,-,1900,702010,대구광역시 동구 신암로 125 신암동,대구광역시 동구 신암로 125 9층 도서실,http://lib.kosaf.go.kr,053-238-2080,,대구광역시 동구 신암로 125 신암동대구광역시 동구 신암로 125 9층 도서실,128.6129509,35.88117121,정좌표
research_lib_2.shp.csv,96,200,한국토지주택공사 대구경북지역본부 도서실,대구,달서구,전문,공공,-,-,305156,달서구 도원동 ,1445,-,053) 603-2536,,달서구 도원동 1445,128.5437566,35.80764405,정좌표
research_lib_2.shp.csv,97,200,한국패션센터 자료실,대구,북구,전문,공공,-,-,305345,북구 산격동 ,1670,-,053) 380-3366~7,053) 380-3368,북구 산격동 1670,128.6119444,35.9060424,정좌표
research_lib_2.shp.csv,98,200,(주)한화 종합연구소 자료실,대전,유성구,전문,민간,-,1995,305738,유성구 외삼동 ,Jan-52,-,042-829-2613,042-829-2623,유성구 외삼동 52-1,127.3215945,36.40324783,정좌표
research_lib_2.shp.csv,99,200,KT&G 중앙연구원 도서실,대전,유성구,전문,공공,-,-,301723,유성구 신성동 ,302,-,042) 866-5633,042) 868-1138,유성구 신성동 302,127.3474546,36.38254216,정좌표
research_lib_2.shp.csv,100,200,LG화학/기술연구원 자료실,대전,유성구,전문,민간,-,2008,305811,유성구 문지동 ,104-1 LG화학기술연구원 도서실,-,042-866-2085,042-863-4774,유성구 문지동 104-1 LG화학기술연구원 도서실,127.3970918,36.38823302,정좌표
research_lib_3.shp.csv,1,300,가톨릭대대전성모병원 도서실,대전,중구,전문,민간,-,0,305806,중구 대흥동 ,520-2,-,042) 220-9685,042) 222-7925,중구 대흥동 520-2,127.4202418,36.32322032,정좌표
research_lib_3.shp.csv,2,300,국가수리과학연구소 도서관,대전,유성구,전문,공공,-,1969,305380,대전 유성구 전민동,463-1 KT대덕2연구센터 ,http://www.nims.re.kr,042-717-5700,042-864-5706,대전 유성구 전민동463-1 KT대덕2연구센터 ,127.3998977,36.4022827,정좌표
research_lib_3.shp.csv,3,300,국가핵융합연구소 자료실,대전,유성구,전문,공공,-,0,305705,대전 유성구 어은동,52,http://www.nfri.re.kr/,042) 879-6234,,대전 유성구 어은동52,127.3577083,36.37720482,정좌표
research_lib_3.shp.csv,4,300,국립문화재연구소 자료정보관,대전,유성구,전문,공공,-,1970,34060,유성구 문지동 ,472,http://www.nricp.go.kr,042) 860-9140,042) 861-5162,유성구 문지동 472,127.392795,36.39010377,정좌표
research_lib_3.shp.csv,5,300,국립중앙과학관 도서실,대전,유성구,전문,공공,-,1995,34044,유성구 구성동 ,Feb-32,www.science.go.kr,042) 601-7941,042) 601-7772,유성구 구성동 32-2,127.3779181,36.37418103,정좌표
research_lib_3.shp.csv,6,300,국방과학연구소 기술정보실,대전,유성구,전문,공공,-,1986,302789,대전광역시 유성구 북유성대로488번길 160 수남동,111,http://lib.add.re.kr,042-821-3763,042-823-3400,대전광역시 유성구 북유성대로488번길 160 수남동111,127.3065916,36.40897696,인근좌표
research_lib_3.shp.csv,7,300,금호석유화학중앙연구소 도서실,대전,유성구,전문,민간,-,-,301131,대전광역시 유성구 유성대로 1557 (화암동),금호석유화학(주)중앙연구소,-,042-865-8615,042-865-8797,대전광역시 유성구 유성대로 1557 (화암동)금호석유화학(주)중앙연구소,127.3848696,36.40778888,정좌표
research_lib_3.shp.csv,8,300,대전광역시청 행정자료실,대전,서구,전문,공공,-,0,305708,서구 둔산동 1420,대전광역시청 행정자료실(3층),-,042) 270-4213,042) 270-4220,서구 둔산동 1420대전광역시청 행정자료실(3층),127.3848364,36.35016577,정좌표
research_lib_3.shp.csv,9,300,대전연정국악문화회관 자료실,대전,중구,전문,공공,-,1998,302701,대전 중구 문화1동,1월 27일,www.daejeon.go.kr/yeonjeong,042) 220-0314,042) 220-0389,대전 중구 문화1동1-27,127.416089,36.3223514,정좌표
research_lib_3.shp.csv,10,300,동부하이텍 동부기술원,대전,유성구,전문,민간,-,2005,35208,유성구 문지동 ,103-2 동부기술원,-,042) 866-8114,042) 861-1583,유성구 문지동 103-2 동부기술원,127.4032386,36.39427614,정좌표
research_lib_3.shp.csv,11,300,문화재청 기록관(자료실),대전,서구,전문,공공,-,2000,302120,서구 둔산동,920 정부대전청사 2동 1405호,http://library.cha.go.kr,042-481-4770,042-481-4769,서구 둔산동920 정부대전청사 2동 1405호,127.3849208,36.36222174,정좌표
research_lib_3.shp.csv,12,300,병무청 행정자료실,대전,서구,전문,공공,-,0,305717,대전광역시 서구 청사로 189 (둔산동),2동 907호,http://mma.yes24library.com,042-481-2836,,대전광역시 서구 청사로 189 (둔산동)2동 907호,127.384904,36.36268274,정좌표
research_lib_3.shp.csv,13,300,산림청 자료실,대전,서구,전문,공공,-,2007,305340,서구 둔산동 ,920 정부대전청사 1동,-,042) 481-4267,042) 472-3224,서구 둔산동 920 정부대전청사 1동,127.3849208,36.36222174,정좌표
research_lib_3.shp.csv,14,300,삼양사중앙연구소 자료실,대전,유성구,전문,민간,-,1982,305150,대전 유성구 화암동 삼양그룹연구소,Feb-63,-,042) 865-8107,042) 865-8499,대전 유성구 화암동 삼양그룹연구소63-2,127.3748398,36.39499835,정좌표
research_lib_3.shp.csv,15,300,연구개발특구정보도서관 (구 대덕비즈니스정보센터),대전,유성구,전문,공공,-,1900,305348,대전광역시 유성구 대덕대로,593,http://www.dit.or.kr,042-865-7088~90,042-865-7075,대전광역시 유성구 대덕대로593,127.3781327,36.38618704,정좌표
research_lib_3.shp.csv,16,300,육군교육사령부 자료정보과,대전,유성구,전문,공공,-,-,302701,대전 유성구 추목동,사서함 78-100호,-,042-878-6947,,대전 유성구 추목동사서함 78-100호,127.3523825,36.41677346,인근좌표
research_lib_3.shp.csv,17,300,정보통신산업진흥원 대전자료실,대전,유성구,전문,공공,-,-,302701,대전 유성구 화암동,58-4 정보통신기술진흥센터 본관 2층 자료실,-,042-612-8781,,대전 유성구 화암동58-4 정보통신기술진흥센터 본관 2층 자료실,127.384219,36.40586814,정좌표
research_lib_3.shp.csv,18,300,조달청 도서실,대전,서구,전문,공공,-,-,301826,서구 둔산동 ,920 정부대전청사 3동,-,042) 481-7446,042) 472-2296,서구 둔산동 920 정부대전청사 3동,127.3849208,36.36222174,정좌표
research_lib_3.shp.csv,19,300,중소기업청 자료실,대전,서구,전문,공공,-,0,301131,서구 둔산동 ,920,-,042) 481-4328,042) 472-3261,서구 둔산동 920,127.3849208,36.36222174,정좌표
research_lib_3.shp.csv,20,300,증산도 사상연구소 도서관,대전,중구,전문,민간,-,1970,302120,중구 선화동 ,356-8,-,042) 222-0680,042) 222-0685,중구 선화동 356-8,127.4188592,36.32834237,정좌표
research_lib_3.shp.csv,21,300,충남교육연구정보원 도서실,대전,중구,전문,공공,-,2009,302847,중구 문화동 ,279-1,-,042) 580-3267,042) 581-2664,중구 문화동 279-1,127.4099803,36.31524764,인근좌표
research_lib_3.shp.csv,22,300,통계청 도서실,대전,서구,전문,공공,-,1946,302701,서구 둔산동,청사로 189 정부대전청사 3동 1304호,http://lib1.kostat.go.kr/,042-481-2406,042-481-2477,서구 둔산동청사로 189 정부대전청사 3동 1304호,127.384904,36.36268274,정좌표
research_lib_3.shp.csv,23,300,통계청 통계교육원도서관,대전,서구,전문,공공,-,1971,305701,대전광역시 서구 한밭대로,713 나라키움대전센터 통계센터 4층,https://www.kostat.go.kr/lib,042-366-6116,042-366-6155,대전광역시 서구 한밭대로713 나라키움대전센터 통계센터 4층,127.3785726,36.35868608,정좌표
research_lib_3.shp.csv,24,300,특허청 전자도서관,대전,서구,전문,공공,-,0,34141,대전광역시 서구 청사로,189 (정부대전청사),library.kipo.go.kr,042)481-5130,042)472-3462,대전광역시 서구 청사로189 (정부대전청사),127.384904,36.36268274,정좌표
research_lib_3.shp.csv,25,300,한국과학기술원 중앙도서관,대전,유성구,전문,공공,-,-,305343,대전광역시 유성구 대학로,291 (한국과학기술원) 중앙도서관(E9),http://library.kaist.ac.kr,042) 350-2233,042) 350-2230,대전광역시 유성구 대학로291 (한국과학기술원) 중앙도서관(E9),127.3671065,36.3711985,정좌표
research_lib_3.shp.csv,26,300,한국과학기술정보연구원,대전,유성구,전문,공공,-,-,305333,대전광역시 유성구 대학로 245 (어은동),콘텐츠큐레이션센터 정보자료관,https://kisti.re.kr,042-869-1872,,대전광역시 유성구 대학로 245 (어은동)콘텐츠큐레이션센터 정보자료관,127.3596778,36.36346265,정좌표
research_lib_3.shp.csv,27,300,한국기계연구원 도서관,대전,유성구,전문,공공,-,1990,305806,유성구 장동 ,171,http://library.kimm.re.kr,042) 868-7624,042) 868-7328,유성구 장동 171,127.359509,36.39692481,정좌표
research_lib_3.shp.csv,28,300,한국기초과학지원연구원 연구장비정보정책부,대전,유성구,전문,공공,-,1968,306711,유성구 어은동,52 과학로 113  한국기초과학지원연구원 연구1동 105호 성과확산팀,-,042) 865-3660,042) 865-3545,유성구 어은동52 과학로 113  한국기초과학지원연구원 연구1동 105호 성과확산팀,127.3577083,36.37720482,정좌표
research_lib_3.shp.csv,29,300,한국생명공학연구원 도서관,대전,유성구,전문,공공,-,0,305343,대전시 유성구 어은동 ,52,http://library.kribb.re.kr/,042) 860-4763,042) 860-4762,대전시 유성구 어은동 52,127.3577083,36.37720482,정좌표
research_lib_3.shp.csv,30,300,한국수자원공사 정보문화센터,대전,대덕구,전문,공공,-,-,305338,대덕구 연축동 ,산6-2,http://diglib.kwater.or.kr,042) 629-2472,042) 629-2469,대덕구 연축동 산6-2,127.4268277,36.39693161,정좌표
research_lib_3.shp.csv,31,300,한국에너지기술연구원 정보전산팀,대전,유성구,전문,공공,-,1959,305353,유성구 장동 ,Feb-71,http://library.kier.re.kr/,042) 860-3712,042) 860-3374 ,유성구 장동 71-2 ,127.3595133,36.38322024,정좌표
research_lib_3.shp.csv,32,300,한국원자력안전기술원 지식정보실,대전,유성구,전문,공공,-,-,305350,유성구 구성동 ,19,-,042) 868-0126,042) 868-0499,유성구 구성동 19,127.3688763,36.37447658,정좌표
research_lib_3.shp.csv,33,300,한국원자력연구원 기술정보실,대전,유성구,전문,공공,-,0,305350,유성구 대덕대로 ,989번길 111,http://kornis21.kaeri.re.kr,042) 868-2204,042) 861-6318,유성구 대덕대로 989번길 111,127.3747764,36.42624659,정좌표
research_lib_3.shp.csv,34,300,한국자원연구소 자료실,대전,유성구,전문,공공,-,0,305713,유성구 신성동 ,302,-,042) 868-3302,042) 868-3280,유성구 신성동 302,127.3474546,36.38254216,정좌표
research_lib_3.shp.csv,35,300,한국전자통신연구원 도서실,대전,유성구,전문,공공,-,1948,34132,유성구 가정동 ,161,-,042) 860-5807,042) 860-6653,유성구 가정동 161,127.3665206,36.3830433,정좌표
research_lib_3.shp.csv,36,300,한국조폐공사기술연구소 정보자료실,대전,유성구,전문,공공,-,1974,305348,유성구 가정동 ,35,-,042) 820-1600,042) 861-4000,유성구 가정동 35,127.3694198,36.3775389,정좌표
research_lib_3.shp.csv,37,300,한국지질자원연구원 지식정보실,대전,유성구,전문,공공,-,0,300720,대전광역시 유성구 과학로 124 가정동,A4동 2층 도서관,http://library.kigam.re.kr,042-868-3302,042-868-3280,대전광역시 유성구 과학로 124 가정동A4동 2층 도서관,127.3634409,36.37837628,정좌표
research_lib_3.shp.csv,38,300,한국천문연구원 자료실,대전,유성구,전문,공공,-,2005,300060,대전 유성구 화암동,Jan-61,http://www.kasi.re.kr,042-865-3230,042-865-3201,대전 유성구 화암동61-1,127.3752581,36.3994439,정좌표
research_lib_3.shp.csv,39,300,한국철도공사 자료관,대전,동구,전문,공공,-,-,302716,대전광역시 동구 중앙로,240 (한국철도공사),http://library.korail.go.kr,042) 615-3664,02-361-8267,대전광역시 동구 중앙로240 (한국철도공사),127.4359935,36.33170799,정좌표
research_lib_3.shp.csv,40,300,한국철도시설공단 KR자료실,대전,동구,전문,공공,-,0,305340,대전 동구 신안동,264,www.kr.or.kr,042) 607-3623,042) 607-3629,대전 동구 신안동264,127.4366449,36.33068848,정좌표
research_lib_3.shp.csv,41,300,한국통신인력개발본부 자료실,대전,서구,전문,공공,-,1994,34054,서구 괴정동 ,산14-1,-,042) 530-5635,042) 530-5603,서구 괴정동 산14-1,127.3710277,36.33763522,인근좌표
research_lib_3.shp.csv,42,300,한국표준과학연구원 기술정보실,대전,유성구,전문,공공,-,1989,34133,대전광역시 유성구,가정로 209 한국표준과학연구원,http://library.kriss.re.kr,042) 868-5434,042) 868-5439,대전광역시 유성구가정로 209 한국표준과학연구원,127.3676225,36.38490811,인근좌표
research_lib_3.shp.csv,43,300,한국한의학연구원자료정보실,대전,유성구,전문,공공,-,1999,305343,대전광역시 유성구 유성대로 1672 (전민동),한의학연구원 자료정보실,https://library.kiom.re.kr,042-868-9457,,대전광역시 유성구 유성대로 1672 (전민동)한의학연구원 자료정보실,127.3946416,36.39915887,정좌표
research_lib_3.shp.csv,44,300,한국항공우주연구원 자료실,대전,유성구,전문,공공,-,1976,305600,대전광역시 유성구 과학로 169-84 (어은동),한국항공우주연구원 총무정보팀 도서관,https://library.kari.re.kr,042-860-2151,042-870-3670,대전광역시 유성구 과학로 169-84 (어은동)한국항공우주연구원 총무정보팀 도서관,127.3552046,36.38144533,정좌표
research_lib_3.shp.csv,45,300,한국해양연구원 해양시스템안전연구소 도서실,대전,유성구,전문,공공,-,-,305353,유성구 장동 ,171 (신성로 104),library.moeri.re.kr,042) 866-3192,042) 866-3104,유성구 장동 171 (신성로 104),127.359509,36.39692481,정좌표
research_lib_3.shp.csv,46,300,한국화학연구원 정보전산팀,대전,유성구,전문,공공,-,-,305380,유성구 장동 ,100,-,042) 860-7744,042) 860-7699,유성구 장동 100  ,127.3608887,36.38722142,정좌표
research_lib_3.shp.csv,47,300,한전 원자력연료㈜ 자료실,대전,유성구,전문,민간,-,1921,619902,유성구 덕진동 ,493,-,042) 868-1136,042) 868-1136,유성구 덕진동 493,127.3725149,36.42807567,정좌표
research_lib_3.shp.csv,48,300,한전 전력연구원 자료실,대전,유성구,전문,공공,-,2012,49111,유성구 문지동 ,103-16,-,042) 865-5163,042) 865-5804,유성구 문지동 103-16,127.3910459,36.39226101,정좌표
research_lib_3.shp.csv,49,300,국립수산과학원 도서실,부산,기장군,전문,공공,-,0,608040,기장군 기장읍 시랑리 ,408-1,http;//www.nfrdi.go.kr,051)720-2826,051) 720-2829,기장군 기장읍 시랑리 408-1,129.2233279,35.19223162,정좌표
research_lib_3.shp.csv,50,300,국립해양박물관 해양도서관,부산,영도구,전문,공공,-,-,601723,부산광역시 영도구 해양로301번길 45 (동삼동),국립해양박물관 1층 해양도서관,https://lib.knmm.or.kr/,051-309-1882,051-309-1889,부산광역시 영도구 해양로301번길 45 (동삼동)국립해양박물관 1층 해양도서관,129.0802449,35.07856295,정좌표
research_lib_3.shp.csv,51,300,기술보증기금 도서실,부산,남구,전문,민간,-,-,607712,부산 남구 문현동,문현금융로 33번지,-,051-606-7382,0505-020-2015,부산 남구 문현동문현금융로 33번지,129.064097,35.14620504,정좌표
research_lib_3.shp.csv,52,300,김원묵기념 봉생병원 도서실,부산,동구,전문,민간,-,1968,600094,동구 좌천1동 ,68-11번지,www.korsa.or.kr/asp/bongseng,051-664-4017,051-664-4019,동구 좌천1동 68-11번지,129.0450674,35.12739514,인근좌표
research_lib_3.shp.csv,53,300,동래봉생병원의학도서실,부산,동래구,전문,민간,-,0,611071,동래구 안락1동 ,동래봉생병원,-,051-520-5542,051-531-6102,동래구 안락1동 동래봉생병원,129.1063694,35.19390643,인근좌표
research_lib_3.shp.csv,54,300,메리놀병원의학도서실,부산,중구,전문,민간,-,1999,614050,중구 대청동 4가 ,12번지,www.maryknoll.co.kr,051-461-2543,051-461-2742,중구 대청동 4가 12번지,129.0324848,35.1069222,인근좌표
research_lib_3.shp.csv,55,300,부산고등법원 도서실,부산,연제구,전문,공공,-,-,611089,연제구 거제1동 ,1850,-,051) 590-1166,051) 590-1170,연제구 거제1동 1850,129.0652671,35.19333376,인근좌표
research_lib_3.shp.csv,56,300,부산광역시 교육청 행정자료실,부산,부산진구,전문,공공,-,2007,47210,부산 부산진구 양정동,455-1,http://library.moe.go.kr/,051) 860-0684,051) 860-0689,부산 부산진구 양정동455-1,129.0649365,35.17595288,정좌표
research_lib_3.shp.csv,57,300,부산광역시과학교육원 과학도서실,부산,연제구,전문,공공,-,1987,611089,연제구 연산9동 ,3월 1일,-,051) 750-1294,051) 750-1226,연제구 연산9동 3-1,129.1003416,35.18240146,정좌표
research_lib_3.shp.csv,58,300,부산광역시교육연구정보원 문헌정보자료실,부산,부산진구,전문,공공,-,0,602827,부산광역시 부산진구 중앙대로 945 (양정동),부산교육연구정보원,http://busanedu.net,051-860-6134,051-860-6120,부산광역시 부산진구 중앙대로 945 (양정동)부산교육연구정보원,129.0717556,35.17456508,정좌표
research_lib_3.shp.csv,59,300,부산광역시교육연수원 도서실,부산,연제구,전문,공공,-,1991,611735,연제구 연산9동 ,3월 1일,www.beti.go.kr,051) 760-5610,051) 750-5559,연제구 연산9동 3-1,129.1003416,35.18240146,정좌표
research_lib_3.shp.csv,60,300,부산광역시아동보호종합센터 도서실,부산,서구,전문,공공,-,-,616810,서구 아미동2가 ,125,-,051) 240-6344,051) 244-0551,서구 아미동2가 125,129.0160911,35.10015989,인근좌표
research_lib_3.shp.csv,61,300,부산광역시의회 자료실,부산,연제구,전문,공공,-,1972,611735,부산 연제구 연산5동 부산광역시청,시의회 1층 의정자료실,http://lib.council.busan.kr/,051)888-8572,051)888-8389,부산 연제구 연산5동 부산광역시청시의회 1층 의정자료실,129.10181,35.18332699,정좌표
research_lib_3.shp.csv,62,300,부산광역시인재개발원 도서실,부산,북구,전문,공공,-,0,614050,부산 북구 금곡동,291-1,-,051) 366-7574,051) 366-7517,부산 북구 금곡동291-1,129.0168686,35.26657194,인근좌표
research_lib_3.shp.csv,63,300,부산광역시청 시정정보자료실,부산,연제구,전문,공공,-,-,617717,부산 연제구 연산5동 부산광역시청,시정정보자료실,library.busan.go.kr,051)888-3845~7,051)888-3849,부산 연제구 연산5동 부산광역시청시정정보자료실,129.0867273,35.17576281,인근좌표
research_lib_3.shp.csv,64,300,부산발전연구원 정보자료센터,부산,부산진구,전문,공공,-,0,614721,부산 부산진구 양정동,"273-20 상수도사업본부 8,9층",www.bdi.re.kr,051) 860-8850,051) 637-6295,"부산 부산진구 양정동273-20 상수도사업본부 8,9층",129.0723634,35.17517658,정좌표
research_lib_3.shp.csv,65,300,부산보훈병원도서실,부산,사상구,전문,공공,-,2006,608838,사상구 주례2동 ,235번지,-,051-601-6337-8,051-601-6339,사상구 주례2동 235번지,129.0069156,35.15384892,정좌표
research_lib_3.shp.csv,66,300,부산상공회의소 도서실,부산,부산진구,전문,민간,-,1999,612824,부산진구 범천1동 ,853-1,-,051) 990-7067,051) 645-3003,부산진구 범천1동 853-1,129.0622341,35.14771356,정좌표
research_lib_3.shp.csv,67,300,부산성모병원 의학도서관,부산,남구,전문,민간,-,2002,616738,남구 용호동 ,538-41,www.bsm.or.kr,051-933-7578,051-932-8611,남구 용호동 538-41,129.1099753,35.10971451,정좌표
research_lib_3.shp.csv,68,300,부산시립미술관 도서자료실,부산,해운대구,전문,공공,-,1991,602092,부산 해운대구 우1동,1413,http://art.busan.go.kr/,051-740-4257,051-740-4280,부산 해운대구 우1동1413,129.1369248,35.16607455,정좌표
research_lib_3.shp.csv,69,300,부산여성가족개발원 자료실 ,부산,북구,전문,공공,-,-,611721,부산광역시 북구 효열로,256 부산여성가족개발원 1층 정보자료실,www.bwf.re.kr,051-30-3440,051-363-3752,부산광역시 북구 효열로256 부산여성가족개발원 1층 정보자료실,129.0228827,35.26796229,정좌표
research_lib_3.shp.csv,70,300,부산위생병원도서실,부산,서구,전문,민간,-,-,600816,서구 서대신동 2가 ,382,http://www.korsa.or.kr/asp/pahlib,051-600-7783,051-242-0407,서구 서대신동 2가 382,129.0111796,35.11246844,정좌표
research_lib_3.shp.csv,71,300,부산지방변호사회 도서실,부산,연제구,전문,민간,-,0,617020,연제구 거제1동 ,부산법조타운빌딩 10층,-,051) 506-8503,,연제구 거제1동 부산법조타운빌딩 10층,129.0780082,35.1892349,인근좌표
